set_id,speaker_id,chapter_id,utterance_id,duration
train-clean-100,1040,133433,0008,15.050062
train-clean-100,1040,133433,0009,15.07
train-clean-100,1040,133433,0010,15.855
train-clean-100,1040,133433,0011,12.92
train-clean-100,1040,133433,0012,13.005
train-clean-100,1040,133433,0013,7.635
train-clean-100,1040,133433,0014,15.93
train-clean-100,1040,133433,0015,5.03
train-clean-100,1040,133433,0016,16.315
train-clean-100,1040,133433,0017,16.12
train-clean-100,1040,133433,0018,6.36
train-clean-100,1040,133433,0019,6.775
train-clean-100,1040,133433,0020,13.34
train-clean-100,1040,133433,0021,4.41
train-clean-100,1040,133433,0022,15.805
train-clean-100,1040,133433,0023,10.35
train-clean-100,1040,133433,0024,5.515
train-clean-100,1040,133433,0025,12.695
train-clean-100,1040,133433,0026,16.175
train-clean-100,1040,133433,0027,9.04
train-clean-100,1040,133433,0028,14.65
train-clean-100,1040,133433,0029,15.03
train-clean-100,1040,133433,0030,8.56
train-clean-100,1040,133433,0031,15.135
train-clean-100,1040,133433,0032,15.849937
train-clean-100,1040,133433,0033,14.795
train-clean-100,1040,133433,0034,13.055
train-clean-100,1040,133433,0035,15.19
train-clean-100,1040,133433,0036,12.61
train-clean-100,1040,133433,0037,8.835
train-clean-100,1040,133433,0038,2.42
train-clean-100,1040,133433,0039,11.77
train-clean-100,1040,133433,0040,13.13
train-clean-100,1040,133433,0041,13.255
train-clean-100,1040,133433,0042,10.785
train-clean-100,1040,133433,0043,9.175
train-clean-100,1040,133433,0044,10.95
train-clean-100,1040,133433,0045,12.935
train-clean-100,1040,133433,0046,6.45
train-clean-100,1040,133433,0047,11.59
train-clean-100,1040,133433,0048,4.99
train-clean-100,1040,133433,0049,14.11
train-clean-100,1040,133433,0050,10.92
train-clean-100,1040,133433,0051,7.06
train-clean-100,1040,133433,0052,15.495
train-clean-100,1040,133433,0053,10.23
train-clean-100,1040,133433,0054,4.16
train-clean-100,1040,133433,0055,16.32
train-clean-100,1040,133433,0056,12.675
train-clean-100,1040,133433,0057,14.225
train-clean-100,1040,133433,0058,15.175
train-clean-100,1040,133433,0059,13.91
train-clean-100,1040,133433,0060,6.82
train-clean-100,1040,133433,0061,14.095
train-clean-100,1040,133433,0062,12.75
train-clean-100,1040,133433,0063,15.11
train-clean-100,1040,133433,0064,2.2
train-clean-100,1040,133433,0065,14.045
train-clean-100,1040,133433,0066,2.395
train-clean-100,1040,133433,0067,14.349937
train-clean-100,1040,133433,0068,9.880062
train-clean-100,1040,133433,0069,5.47
train-clean-100,1040,133433,0070,2.37
train-clean-100,1040,133433,0071,14.94
train-clean-100,1040,133433,0072,15.305
train-clean-100,1040,133433,0073,15.43
train-clean-100,1040,133433,0074,13.425
train-clean-100,1040,133433,0075,15.07
train-clean-100,1040,133433,0076,15.54
train-clean-100,1040,133433,0077,12.67
train-clean-100,1040,133433,0078,2.75
train-clean-100,1040,133433,0079,7.06
train-clean-100,1040,133433,0080,16.64
train-clean-100,1069,133699,0000,15.63
train-clean-100,1069,133699,0001,15.865
train-clean-100,1069,133699,0002,14.685
train-clean-100,1069,133699,0003,14.46
train-clean-100,1069,133699,0004,13.72
train-clean-100,1069,133699,0005,10.67
train-clean-100,1069,133699,0006,14.515
train-clean-100,1069,133699,0007,12.515
train-clean-100,1069,133699,0008,15.93
train-clean-100,1069,133699,0009,2.56
train-clean-100,1069,133699,0010,10.75
train-clean-100,1069,133699,0011,14.745
train-clean-100,1069,133699,0012,15.6
train-clean-100,1069,133699,0013,15.8
train-clean-100,1069,133699,0014,15.67
train-clean-100,1069,133699,0015,15.26
train-clean-100,1069,133699,0016,16.165
train-clean-100,1069,133699,0017,9.52
train-clean-100,1069,133699,0018,15.335
train-clean-100,1069,133699,0019,13.31
train-clean-100,1069,133699,0020,14.685
train-clean-100,1069,133699,0021,15.895
train-clean-100,1069,133699,0022,13.95
train-clean-100,1069,133699,0023,15.28
train-clean-100,1069,133699,0024,14.28
train-clean-100,1069,133699,0025,16.555
train-clean-100,1069,133699,0026,15.33
train-clean-100,1069,133699,0027,15.235
train-clean-100,1069,133699,0028,14.37
train-clean-100,1069,133699,0029,15.71
train-clean-100,1069,133699,0030,15.97
train-clean-100,1069,133699,0031,15.72
train-clean-100,1069,133699,0032,16.77
train-clean-100,1069,133699,0033,16.285
train-clean-100,1069,133699,0034,14.485
train-clean-100,1069,133699,0035,14.055
train-clean-100,1069,133699,0036,15.17
train-clean-100,1069,133699,0037,16.2
train-clean-100,1069,133699,0038,15.345
train-clean-100,1069,133699,0039,11.77
train-clean-100,1069,133699,0040,14.44
train-clean-100,1069,133699,0041,13.68
train-clean-100,1069,133699,0042,14.275
train-clean-100,1069,133699,0043,5.09
train-clean-100,1069,133699,0044,13.435
train-clean-100,1069,133699,0045,11.525
train-clean-100,1069,133699,0046,15.01
train-clean-100,1069,133699,0047,15.545
train-clean-100,1069,133699,0048,15.35
train-clean-100,1069,133699,0049,15.675
train-clean-100,1069,133699,0050,14.175
train-clean-100,1069,133699,0051,14.12
train-clean-100,1069,133699,0052,14.13
train-clean-100,1069,133699,0053,15.455
train-clean-100,1069,133699,0054,9.835
train-clean-100,1069,133709,0000,15.06
train-clean-100,1069,133709,0001,14.39
train-clean-100,1069,133709,0002,14.865
train-clean-100,1069,133709,0003,3.765
train-clean-100,1069,133709,0004,14.75
train-clean-100,1069,133709,0005,11.8
train-clean-100,1069,133709,0006,14.815
train-clean-100,1069,133709,0007,15.34
train-clean-100,1069,133709,0008,15.74
train-clean-100,1069,133709,0009,12.799938
train-clean-100,1069,133709,0010,14.215063
train-clean-100,1069,133709,0011,13.205
train-clean-100,1069,133709,0012,7.275
train-clean-100,1069,133709,0013,12.47
train-clean-100,1069,133709,0014,13.835
train-clean-100,1069,133709,0015,13.875
train-clean-100,1069,133709,0016,16.405
train-clean-100,1069,133709,0017,15.185
train-clean-100,1069,133709,0018,13.655
train-clean-100,1069,133709,0019,14.425
train-clean-100,1069,133709,0020,15.06
train-clean-100,1069,133709,0021,16.045
train-clean-100,1069,133709,0022,14.87
train-clean-100,1069,133709,0023,14.025
train-clean-100,1069,133709,0024,14.414938
train-clean-100,1069,133709,0025,16.09
train-clean-100,1069,133709,0026,14.6
train-clean-100,1069,133709,0027,15.15
train-clean-100,1069,133709,0028,14.375
train-clean-100,1069,133709,0029,14.505
train-clean-100,1069,133709,0030,16.51
train-clean-100,1069,133709,0031,14.18
train-clean-100,1069,133709,0032,11.755
train-clean-100,1069,133709,0033,15.88
train-clean-100,1069,133709,0034,13.385
train-clean-100,1069,133709,0035,14.21
train-clean-100,1069,133709,0036,14.165
train-clean-100,1069,133709,0037,14.95
train-clean-100,1069,133709,0038,13.9
train-clean-100,1069,133709,0039,8.28
train-clean-100,1069,133709,0040,13.95
train-clean-100,1069,133709,0041,8.925
train-clean-100,1069,133709,0042,15.21
train-clean-100,1069,133709,0043,16.125
train-clean-100,1069,133709,0044,15.4
train-clean-100,1069,133709,0045,14.185
train-clean-100,1069,133709,0046,14.5
train-clean-100,1069,133709,0047,14.25
train-clean-100,1069,133709,0048,14.775
train-clean-100,1069,133709,0049,13.14
train-clean-100,1069,133709,0050,14.82
train-clean-100,1069,133709,0051,12.25
train-clean-100,1069,133709,0052,9.75
train-clean-100,1081,125237,0000,10.34
train-clean-100,1081,125237,0001,6.76
train-clean-100,1081,125237,0002,14.8
train-clean-100,1081,125237,0003,5.18
train-clean-100,1081,125237,0004,10.48
train-clean-100,1081,125237,0005,12.6
train-clean-100,1081,125237,0006,9.875
train-clean-100,1081,125237,0007,15.35
train-clean-100,1081,125237,0008,15.04
train-clean-100,1081,125237,0009,2.56
train-clean-100,1081,125237,0010,13.79
train-clean-100,1081,125237,0011,14.58
train-clean-100,1081,125237,0012,7.765
train-clean-100,1081,125237,0013,12.91
train-clean-100,1081,125237,0014,13.935
train-clean-100,1081,125237,0015,12.855
train-clean-100,1081,125237,0016,15.885
train-clean-100,1081,125237,0017,13.405
train-clean-100,1081,125237,0018,6.04
train-clean-100,1081,125237,0019,4.6
train-clean-100,1081,125237,0020,3.795
train-clean-100,1081,125237,0021,11.325
train-clean-100,1081,125237,0022,13.47
train-clean-100,1081,125237,0023,14.505
train-clean-100,1081,125237,0024,13.61
train-clean-100,1081,125237,0025,7.195
train-clean-100,1081,125237,0026,11.825
train-clean-100,1081,125237,0027,13.425
train-clean-100,1081,125237,0028,9.06
train-clean-100,1081,125237,0029,14.865
train-clean-100,1081,125237,0030,16.035
train-clean-100,1081,125237,0031,14.67
train-clean-100,1081,125237,0032,3.15
train-clean-100,1081,125237,0033,15.045
train-clean-100,1081,125237,0034,10.96
train-clean-100,1081,125237,0035,15.11
train-clean-100,1081,125237,0036,13.525
train-clean-100,1081,125237,0037,12.65
train-clean-100,1081,125237,0038,12.34
train-clean-100,1081,125237,0039,15.315
train-clean-100,1081,125237,0040,11.46
train-clean-100,1081,125237,0041,13.4
train-clean-100,1081,125237,0042,14.325
train-clean-100,1081,125237,0043,14.61
train-clean-100,1081,125237,0044,14.16
train-clean-100,1081,125237,0045,3.16
train-clean-100,1081,125237,0046,16.965
train-clean-100,1081,125237,0047,13.89
train-clean-100,1081,125237,0048,15.54
train-clean-100,1081,125237,0049,14.715
train-clean-100,1081,125237,0050,7.07
train-clean-100,1081,125237,0051,14.445
train-clean-100,1081,125237,0052,15.505
train-clean-100,1081,125237,0053,17.085
train-clean-100,1081,125237,0054,8.79
train-clean-100,1081,125237,0055,14.685
train-clean-100,1081,125237,0056,6.845
train-clean-100,1081,125237,0057,11.64
train-clean-100,1081,125237,0058,10.23
train-clean-100,1081,125237,0059,6.03
train-clean-100,1081,125237,0060,12.305
train-clean-100,1081,125237,0061,9.55
train-clean-100,1081,125237,0062,13.81
train-clean-100,1081,125237,0063,14.83
train-clean-100,1081,125237,0064,3.305
train-clean-100,1081,125237,0065,13.385
train-clean-100,1081,125237,0066,13.715
train-clean-100,1081,125237,0067,15.21
train-clean-100,1081,125237,0068,15.615
train-clean-100,1081,125237,0069,16.05
train-clean-100,1081,125237,0070,13
train-clean-100,1081,125237,0071,15.7
train-clean-100,1081,125237,0072,15.735
train-clean-100,1081,125237,0073,5.75
train-clean-100,1081,125237,0074,8.79
train-clean-100,1081,125237,0075,10.300062
train-clean-100,1081,125237,0076,13.835
train-clean-100,1081,125237,0077,13.715
train-clean-100,1081,125237,0078,15.905
train-clean-100,1081,125237,0079,11.09
train-clean-100,1081,125237,0080,14.615
train-clean-100,1081,125237,0081,14.92
train-clean-100,1081,125237,0082,14.715
train-clean-100,1081,125237,0083,14.215
train-clean-100,1081,125237,0084,14.47
train-clean-100,1081,125237,0085,16.845
train-clean-100,1081,125237,0086,13.275
train-clean-100,1081,125237,0087,14.745
train-clean-100,1081,125237,0088,8.35
train-clean-100,1081,125237,0089,8.2
train-clean-100,1081,125237,0090,9.33
train-clean-100,1081,125237,0091,6.36
train-clean-100,1081,125237,0092,6.115
train-clean-100,1081,125237,0093,2.66
train-clean-100,1081,125237,0094,3.49
train-clean-100,1081,125237,0095,13.665
train-clean-100,1081,125237,0096,2.925
train-clean-100,1081,125237,0097,14.065
train-clean-100,1081,125237,0098,9.315
train-clean-100,1081,125237,0099,13.655
train-clean-100,1081,125237,0100,14.13
train-clean-100,1081,125237,0101,12.645
train-clean-100,1081,125237,0102,5.7
train-clean-100,1081,125237,0103,14.385
train-clean-100,1081,125237,0104,16.37
train-clean-100,1081,125237,0105,11.4
train-clean-100,1081,125237,0106,8.085
train-clean-100,1081,125237,0107,12.2
train-clean-100,1081,125237,0108,5.955
train-clean-100,1081,125237,0109,14.605
train-clean-100,1081,125237,0110,15.75
train-clean-100,1081,125237,0111,15.405
train-clean-100,1081,125237,0112,14.01
train-clean-100,1081,125237,0113,7.92
train-clean-100,1081,125237,0114,9.49
train-clean-100,1081,125237,0115,6.205
train-clean-100,1081,128618,0000,9.095
train-clean-100,1081,128618,0001,5.62
train-clean-100,1081,128618,0002,15.445
train-clean-100,1081,128618,0003,15.635
train-clean-100,1081,128618,0004,13.49
train-clean-100,1081,128618,0005,11.695
train-clean-100,1081,128618,0006,11.33
train-clean-100,1081,128618,0007,9
train-clean-100,1081,128618,0008,13.31
train-clean-100,1081,128618,0009,14.385063
train-clean-100,1081,128618,0010,11.775
train-clean-100,1081,128618,0011,14.55
train-clean-100,1081,128618,0012,3.775
train-clean-100,1081,128618,0013,4.455
train-clean-100,1088,129236,0000,9.845
train-clean-100,1088,129236,0001,15.29
train-clean-100,1088,129236,0002,15.92
train-clean-100,1088,129236,0003,16.765
train-clean-100,1088,129236,0004,10.805
train-clean-100,1088,129236,0005,13.03
train-clean-100,1088,129236,0006,11.205
train-clean-100,1088,129236,0007,12.495
train-clean-100,1088,129236,0008,14.46
train-clean-100,1088,129236,0009,13.555
train-clean-100,1088,129236,0010,14.6
train-clean-100,1088,129236,0011,16.264937
train-clean-100,1088,129236,0012,13.595
train-clean-100,1088,129236,0013,16.02
train-clean-100,1088,129236,0014,13.47
train-clean-100,1088,129236,0015,13.49
train-clean-100,1088,129236,0016,15.755
train-clean-100,1088,129236,0017,13.9
train-clean-100,1088,129236,0018,14.83
train-clean-100,1088,129236,0019,14.5
train-clean-100,1088,129236,0020,12.61
train-clean-100,1088,129236,0021,14.485
train-clean-100,1088,129236,0022,14.52
train-clean-100,1088,129236,0023,14.64
train-clean-100,1088,129236,0024,14.06
train-clean-100,1088,129236,0025,14.82
train-clean-100,1088,129236,0026,14.805
train-clean-100,1088,129236,0027,13.755
train-clean-100,1088,129236,0028,14.99
train-clean-100,1088,129236,0029,8.425
train-clean-100,1088,129236,0030,12.84
train-clean-100,1088,134315,0000,16.04
train-clean-100,1088,134315,0001,15.235
train-clean-100,1088,134315,0002,12.59
train-clean-100,1088,134315,0003,11.775
train-clean-100,1088,134315,0004,13.45
train-clean-100,1088,134315,0005,12.065
train-clean-100,1088,134315,0006,15.19
train-clean-100,1088,134315,0007,14.085
train-clean-100,1088,134315,0008,15.25
train-clean-100,1088,134315,0009,12.625
train-clean-100,1088,134315,0010,16.01
train-clean-100,1088,134315,0011,11.875
train-clean-100,1088,134315,0012,13.55
train-clean-100,1088,134315,0013,8.609937
train-clean-100,1088,134315,0014,15.485
train-clean-100,1088,134315,0015,14.76
train-clean-100,1088,134315,0016,12.2
train-clean-100,1088,134315,0017,15.14
train-clean-100,1088,134315,0018,5.925
train-clean-100,1088,134315,0019,11.845
train-clean-100,1088,134315,0020,6.09
train-clean-100,1088,134315,0021,15.51
train-clean-100,1088,134315,0022,13.735
train-clean-100,1088,134315,0023,3.24
train-clean-100,1088,134315,0024,15.37
train-clean-100,1088,134315,0025,14.415
train-clean-100,1088,134315,0026,12.005
train-clean-100,1088,134315,0027,13.765
train-clean-100,1088,134315,0028,13.33
train-clean-100,1088,134315,0029,13.755
train-clean-100,1088,134315,0030,15.375
train-clean-100,1088,134315,0031,15.485
train-clean-100,1088,134315,0032,15.745
train-clean-100,1088,134315,0033,12.7
train-clean-100,1088,134315,0034,15.865
train-clean-100,1088,134315,0035,14.255
train-clean-100,1088,134315,0036,14.43
train-clean-100,1088,134315,0037,15.68
train-clean-100,1088,134315,0038,13.485
train-clean-100,1088,134315,0039,9.085
train-clean-100,1088,134315,0040,10.57
train-clean-100,1088,134315,0041,15.07
train-clean-100,1088,134315,0042,16.64
train-clean-100,1088,134315,0043,13.245
train-clean-100,1088,134315,0044,14.635
train-clean-100,1088,134315,0045,12.835
train-clean-100,1088,134315,0046,4.375
train-clean-100,1088,134315,0047,15.525
train-clean-100,1088,134315,0048,13.755
train-clean-100,1088,134315,0049,14.65
train-clean-100,1088,134315,0050,14.155
train-clean-100,1088,134315,0051,14.715
train-clean-100,1088,134315,0052,15.185
train-clean-100,1088,134315,0053,15.67
train-clean-100,1088,134315,0054,14.695
train-clean-100,1088,134315,0055,2.785
train-clean-100,1088,134315,0056,11.375
train-clean-100,1088,134315,0057,13.525
train-clean-100,1088,134315,0058,15.625
train-clean-100,1088,134318,0000,13.185
train-clean-100,1088,134318,0001,12.235
train-clean-100,1088,134318,0002,12.54
train-clean-100,1088,134318,0003,13.785
train-clean-100,1088,134318,0004,7.835
train-clean-100,1088,134318,0005,7.53
train-clean-100,1088,134318,0006,16.37
train-clean-100,1088,134318,0007,16.05
train-clean-100,1088,134318,0008,15.03
train-clean-100,1088,134318,0009,15.955
train-clean-100,1088,134318,0010,14.105
train-clean-100,1088,134318,0011,13.275
train-clean-100,1088,134318,0012,15.325
train-clean-100,1088,134318,0013,15.195
train-clean-100,1088,134318,0014,14.175
train-clean-100,1088,134318,0015,15.85
train-clean-100,1088,134318,0016,11.515
train-clean-100,1088,134318,0017,14.61
train-clean-100,1088,134318,0018,15.92
train-clean-100,1088,134318,0019,14.55
train-clean-100,1088,134318,0020,14.56
train-clean-100,1088,134318,0021,15.665
train-clean-100,1098,133695,0000,14.16
train-clean-100,1098,133695,0001,15.1
train-clean-100,1098,133695,0002,14.21
train-clean-100,1098,133695,0003,14.065
train-clean-100,1098,133695,0004,15.79
train-clean-100,1098,133695,0005,6.96
train-clean-100,1098,133695,0006,11.57
train-clean-100,1098,133695,0007,15.655
train-clean-100,1098,133695,0008,13.745
train-clean-100,1098,133695,0009,14.8
train-clean-100,1098,133695,0010,10.205
train-clean-100,1098,133695,0011,3.295
train-clean-100,1098,133695,0012,11.22
train-clean-100,1098,133695,0013,9.51
train-clean-100,1098,133695,0014,14.465
train-clean-100,1098,133695,0015,3.01
train-clean-100,1098,133695,0016,14.645
train-clean-100,1098,133695,0017,6.37
train-clean-100,1098,133695,0018,7.295
train-clean-100,1098,133695,0019,15.23
train-clean-100,1098,133695,0020,15.65
train-clean-100,1098,133695,0021,14.555
train-clean-100,1098,133695,0022,15.28
train-clean-100,1098,133695,0023,11.755
train-clean-100,1098,133695,0024,5.35
train-clean-100,1098,133695,0025,13.59
train-clean-100,1098,133695,0026,13.44
train-clean-100,1098,133695,0027,13.735
train-clean-100,1098,133695,0028,14.99
train-clean-100,1098,133695,0029,14.265
train-clean-100,1098,133695,0030,9.375
train-clean-100,1098,133695,0031,15.92
train-clean-100,1098,133695,0032,13.85
train-clean-100,1098,133695,0033,15.425
train-clean-100,1098,133695,0034,5.58
train-clean-100,1098,133695,0035,13.985
train-clean-100,1098,133695,0036,15.8
train-clean-100,1098,133695,0037,13.47
train-clean-100,1098,133695,0038,14.925
train-clean-100,1098,133695,0039,14.54
train-clean-100,1098,133695,0040,13.05
train-clean-100,1098,133695,0041,9.885
train-clean-100,1098,133695,0042,17.095
train-clean-100,1098,133695,0043,12.495
train-clean-100,1098,133695,0044,6.835
train-clean-100,1098,133695,0045,2.365
train-clean-100,1098,133695,0046,12.25
train-clean-100,1098,133695,0047,14.055
train-clean-100,1098,133695,0048,14.265
train-clean-100,1098,133695,0049,15.095
train-clean-100,1098,133695,0050,13.965
train-clean-100,1098,133695,0051,14.43
train-clean-100,1098,133695,0052,14.685
train-clean-100,1098,133695,0053,7.1
train-clean-100,1098,133695,0054,15.045
train-clean-100,1098,133695,0055,12.85
train-clean-100,1098,133695,0056,4.69
train-clean-100,1098,133695,0057,15.84
train-clean-100,1098,133695,0058,14.695
train-clean-100,1098,133695,0059,13.175
train-clean-100,1098,133695,0060,15.08
train-clean-100,1098,133695,0061,11.745
train-clean-100,1098,133695,0062,14.26
train-clean-100,1098,133695,0063,15.575
train-clean-100,1098,133695,0064,15.065
train-clean-100,1098,133695,0065,15.365
train-clean-100,1098,133695,0066,2.55
train-clean-100,1098,133695,0067,3.175
train-clean-100,1098,133695,0068,14.695
train-clean-100,1098,133695,0069,14.665
train-clean-100,1098,133695,0070,12.785
train-clean-100,1098,133695,0071,5.11
train-clean-100,1098,133695,0072,13.15
